No,Word,Frequency
5744,"mengganggu,",1
5745,mendengarkan,1
5746,telinga,1
5747,hidupnya,1
5748,kalauoun,1
5749,harusbpakai,1
5750,",ring",1
5751,tune,1
5752,bunyikecewa,1
5753,pesawat,1
5754,wadahnya,1
5755,kelantai,1
5756,"berfungsi,mau",1
5757,"barang,jadi",1
5758,"seharian,",1
5759,macet�,1
5760,jameh,1
5761,colon,1
5762,"kesemuanya,",1
5763,mauseller,1
5764,arogan,1
5765,jualnya,1
5766,sinyalnya,1
5767,amet,1
5768,celanany,1
5769,sayapadahal,1
5770,printan,1
5771,tumitnya,1
5772,sandalnya,1
5773,kepleset,1
5774,reseletingnya,1
5775,rapihterutama,1
5776,beraturan,1
5777,brudul,1
5778,psan,1
5779,jahitanya,1
5780,peganganya,1
5781,nyamaklum,1
5782,imo,1
5783,z7,1
5784,huangmi,1
5785,kan(sudah,1
5786,"on/off),",1
5787,"respon,tolong",1
5788,mati/rusak,1
5789,lama1/2,1
5790,mgg,1
5791,digunaka,1
5792,hancur??,1
5793,sablonannya,1
5794,bagusklo,1
5795,"tipis,jahitan",1
5796,stret,1
5797,renang,1
5798,dipesankecewa,1
5799,0_1,1
5800,thanakku,1
5801,"halus,gk",1
5802,"melar,",1
5803,leterangan,1
5804,0-1,1
5805,boro-boro,1
5806,asiiiik,1
5807,ajak,1
5808,diiklan,1
5809,okelah,1
5810,"standard,",1
5811,respooonn,1
5812,usia,1
5813,hahaaa,1
5814,maklumlah,1
5815,fotominta,1
5816,merahcape,1
5817,dehmending,1
5818,2polos1,1
5819,belas,1
5820,19rb,1
5821,duludan,1
5822,5macam,1
5823,terimapesan,1
5824,pcstapi,1
5825,semyapadahal,1
5826,sebelumnytlg,1
5827,yjawab,1
5828,ytapi,1
5829,dtngny,1
5830,sdhlah,1
5831,dibayangin,1
5832,warnanya:(,1
5833,grtis,1
5834,megecewakan,1
5835,iya�,1
5836,"emerald,",1
5837,tosca,1
5838,tipiskecil,1
5839,"30hari,sesuai",1
5840,kontras!!,1
5841,gambar!!,1
5842,"karetnya,,",1
5843,dkirimin,1
5844,kusut??,1
5845,"baik,suka",1
5846,tipistapi,1
5847,udhlah,1
5848,"bangeet,",1
5849,lemas,1
5850,bahannnya,1
5851,kelebaran,1
5852,mukenanya,1
5853,"dtg,",1
5854,"tasnya,",1
5855,dililit,1
5856,"bening,",1
5857,"gunting,",1
5858,memuaskanpanjangnya,1
5859,"dm,",1
5860,sehelai,1
5861,"empat,",1
5862,"pendek,kantong",1
5863,benang2,1
5864,kepotongada,1
5865,:'(((,1
5866,talinya??,1
5867,"sih,jilbabnya",1
5868,"navy,",1
5869,"sih,pesan",1
5870,"maroon,",1
5871,dganti,1
5872,cappucino,1
5873,aduuhhhh,1
5874,bngat,1
5875,mengecewakan????????,1
5876,pedagangwarna,1
5877,konfirmasipdhl,1
5878,cancelsudh,1
5879,habispdhl,1
5880,mahaldikirim,1
5881,senada,1
5882,4pcsemang,1
5883,seragaman,1
5884,diario,1
5885,nagita,1
5886,slavina,1
5887,cetekan,1
5888,buny,1
5889,"note,",1
5890,benyeng,1
5891,jahitannyasedih,1
5892,bawahannya,1
5893,tasikmalaya,1
5894,cewa,1
5895,"dsini,",1
5896,bawahan,1
5897,"mukena,",1
5898,"bahan�y,",1
5899,(maaf),1
5900,taplak,1
5901,"hajatan,",1
5902,selera,1
5903,ukr,1
5904,bb,1
5905,70kg,1
5906,berpungsi,1
5907,conek,1
5908,"pakingya,",1
5909,sticknyapun,1
5910,"cpot,",1
5911,byar,1
5912,"laris,",1
5913,bevel,1
5914,terjun,1
5915,dunia,1
5916,"biru,dikirim",1
5917,pinkpadahal,1
5918,"cowok,packing",1
5919,"jam,kecewa",1
5920,servis=0,1
5921,"komplen,",1
5922,really,1
5923,"jelek,,,suara",1
5924,max,1
5925,echo,1
5926,joga,1
5927,nois,1
5928,"ngecharge,",1
5929,batetai,1
5930,"terisi,",1
5931,2-2,1
5932,dkrim,1
5933,dgnti,1
5934,"ada),",1
5935,"cancel,",1
5936,hajar,1
5937,pspnya,1
5938,photofast,1
5939,"direnggangkan,",1
5940,cepattapiga,1
5941,dideskripsi,1
5942,a70,1
5943,"6,2",1
5944,"ngadat,",1
5945,ml,1
5946,mencolok,1
5947,converter,1
5948,"males,",1
5949,converternya,1
5950,capacity,1
5951,beset,1
5952,pesok,1
5953,diskusiin,1
5954,kapok!,1
5955,"bongkaran,",1
5956,dipusat,1
5957,dtanggapi,1
5958,transfaran,1
5959,tampil,1
5960,kemana mana,1
5961,kirinya,1
5962,diotak,1
5963,atik,1
5964,sejam,1
5965,putar2,1
5966,dicolokan,1
5967,televisinya,1
5968,could,1
5969,have,1
5970,been,1
5971,pergi,1
5972,pindah2in,1
5973,"bagus,nyampe",1
5974,"barang,adaptor",1
5975,pecahsampe,1
5976,nunchaku,1
5977,intruksi,1
5978,ringkas,1
5979,permainan,1
5980,panduanya,1
5981,"hang,usb",1
5982,dilepas,1
5983,kedepanya,1
5984,nunchuck,1
5985,berfungsimohon,1
5986,kembli,1
5987,dikirimkanagar,1
5988,minat,1
5989,ultraman,1
5990,evolution,1
5991,direname,1
5992,munkin,1
5993,"vibrationnya,",1
5994,awetbelom,1
5995,ditest,1
5996,brsmlh,1
5997,downhill,1
5998,slnjtnya,1
5999,hardisknya,1
6000,digunain,1
6001,psnya,1
6002,ngeblank,1
6003,"sdikit,",1
6004,kecewaaaaa,1
6005,"low,",1
6006,yaudahh,1
6007,kesohor,1
6008,"ok,tetapi",1
6009,"parah,tdk",1
6010,barustiap,1
6011,habisdi,1
6012,pernh,1
6013,semia,1
6014,"charging,",1
6015,ini??,1
6016,ramah????,1
6017,"lelet,",1
6018,"acc,",1
6019,pengungkitnya,1
6020,dipenjualan,1
6021,",bohong",1
6022,profesionalniat,1
6023,kecewa!!!,1
6024,"cas,",1
6025,batam,1
6026,kesitu,1
6027,kenak,1
6028,pajak,1
6029,"30,%",1
6030,kapasitas,1
6031,"boxnya,kecewa",1
6032,pokoknyakalo,1
6033,band,1
6034,sentuh,1
6035,disetiap,1
6036,rinci,1
6037,lain-lain,1
6038,paperwhite,1
6039,di-return,1
6040,penyimpan,1
6041,110rb,1
6042,"minimal,",1
6043,"nge-cas,",1
6044,udaj,1
6045,"normal,,",1
6046,riview,1
6047,"ribet,",1
6048,sananya,1
6049,plasti,1
6050,byu,1
6051,pelaatiknya,1
6052,mukin,1
6053,tukar2,1
6054,carger,1
6055,pembicaraan,1
6056,minute,1
6057,tingkatkn,1
6058,pedahal,1
6059,kduanya,1
6060,buangin,1
6061,gratisannya,1
6062,lamaaaaaaaaaaa,1
6063,kemas??,1
6064,poin,1
6065,plusnya,1
6066,dati,1
6067,bukam,1
6068,choco,1
6069,sunny,1
6070,milky,1
6071,"silver,",1
6072,orgdapet,1
6073,bgstapi,1
6074,pengamanan,1
6075,laci,1
6076,unbox,1
6077,niatnya,1
6078,dibonusin,1
6079,creative,1
6080,planting,1
6081,"kit,",1
6082,dipikirkan,1
6083,matang2,1
6084,ngemasnya,1
6085,tumpahan,1
6086,pasir,1
6087,"alergi,",1
6088,kemerahan,1
6089,membengkak,1
6090,"crumpled,",1
6091,bukan/sudah,1
6092,berdalih,1
6093,lengkapi,1
6094,"ktp,",1
6095,todak,1
6096,disetujui,1
6097,servisnya,1
6098,kardusnyasperti,1
6099,menampakkan,1
6100,onemed,1
6101,kenal,1
6102,lemongrass,1
6103,"grass,",1
6104,terhirup,1
6105,kecewaaaaaaabotol,1
6106,pecah!!,1
6107,�maaf�,1
6108,tersisa,1
6109,schedule,1
6110,"enak,tidak",1
6111,"eucalyptus,",1
6112,eucalyptusnya,1
6113,eneg,1
6114,nyegerin,1
6115,minuak,1
6116,kusutpacking,1
6117,dialamnya,1
6118,tanggep,1
6119,'ga,1
6120,mungkin',1
6121,semutin!,1
6122,goji,1
6123,berrynya,1
6124,tuh:,1
6125,prihatin,1
6126,peduli,1
6127,panjang2,1
6128,simple2,1
6129,akar2ny,1
6130,sekendor,1
6131,ketebalannua,1
6132,tebelnya,1
6133,biru/ijo,1
6134,evo,1
6135,halu,1
6136,!!!kardus,1
6137,"penyok,terbuka,",1
6138,"pieces,",1
6139,"perhatiannya,",1
6140,samar2,1
6141,sajakecewa,1
6142,earloop,1
6143,"f600,",1
6144,"nya??,",1
6145,mengandung,1
6146,korosi,1
6147,f600,1
6148,"void,",1
6149,enek,1
6150,"luka,",1
6151,"divideoin,",1
6152,ngandelin,1
6153,kappk,1
6154,program,1
6155,terjebak,1
6156,punbanyak,1
6157,"mengecewakn,",1
6158,berhrap,1
6159,"pusat,",1
6160,offstore,1
6161,pengirimn,1
6162,"hadiah,",1
6163,"susu,",1
6164,tanykn,1
6165,"drmn,kt",1
6166,sebgai,1
6167,"kritis,",1
6168,kecewajgn,1
6169,langgann,1
6170,initetap,1
6171,poto!!!,1
6172,(lembaran,1
6173,seharusnya),1
6174,ar,1
6175,colouring,1
6176,book,1
6177,"ludo,",1
6178,tekuk2?????,1
6179,dikbrin,1
6180,h+1,1
6181,kolom,1
6182,mudah�n,1
6183,"nyerap,",1
6184,granit,1
6185,tinggalkan,1
6186,diklaimlumayan,1
6187,"lengkap,ada",1
6188,"refund,",1
6189,bersabar,1
6190,pantat,1
6191,penjual:,1
6192,dpnnya,1
6193,"ditukar,,",1
6194,"rusak,,",1
6195,"quality,,",1
6196,dua�nya,1
6197,kenmaster,1
6198,diperpanjang,1
6199,sihdi,1
6200,tarok,1
6201,mleot,1
6202,beratgantungan,1
6203,kecilbahan,1
6204,wasting,1
6205,hitam ,1
6206,outer,1
6207,fastener,1
6208,ke-5,1
6209,souvenir,1
6210,membuka,1
6211,"payung,",1
6212,nyasarin,1
6213,panjual,1
6214,"diamon,",1
6215,kondiri,1
6216,"sampah,",1
6217,"aja,mending",1
6218,pakai??????????????,1
6219,humidifier,1
6220,"kantor,",1
6221,shock,1
6222,"bngt,",1
6223,(type,1
6224,sama),1
6225,well,1
6226,menukar,1
6227,lagikecewa,1
6228,diapa apai,1
6229,yabarang,1
6230,ppm,1
6231,jelus,1
6232,"skali,",1
6233,ranting,1
6234,tenaga,1
6235,buckle/pengaitnya,1
6236,pertamakali,1
6237,pmbelian,1
6238,sbelumnya,1
6239,potnya,1
6240,pot,1
6241,tembelan,1
6242,"retak,",1
6243,sobekan,1
6244,"bubblewarp,",1
6245,"pengemasannya,",1
6246,abu abu,1
6247,sarinah,1
6248,lelah,1
6249,tipisbarang,1
6250,diikatkan,1
6251,besi2nya,1
6252,stainles,1
6253,steelnya,1
6254,sulingnya,1
6255,pelor,1
6256,penyokan,1
6257,cepatcuma,1
6258,hardcovernya,1
6259,penyok2ada,1
6260,kebalik-balik,1
6261,kalimat,1
6262,menggangu,1
6263,novel,1
6264,"kado,yah",1
6265,know,1
6266,maybe,1
6267,human,1
6268,:'),1
6269,yamin,1
6270,penerbit,1
6271,"haru,",1
6272,pengamanannya,1
6273,terulang,1
6274,"sekarang,",1
6275,"kapok,",1
6276,utau,1
6277,"sampulnya,",1
6278,saja?,1
6279,pembatas,1
6280,entah ,1
6281,analisanya,1
6282,cetakanya,1
6283,"harga,,,",1
6284,serapi,1
6285,hari),1
6286,daur,1
6287,tatap,1
6288,kebalik2,1
6289,bacanya,1
6290,"pindah,",1
6291,"bingung,",1
6292,"lalu,",1
6293,"bentar,",1
6294,ketutup,1
6295,rusak:(((,1
6296,hujannya,1
6297,pwngirimatp,1
6298,sayanng,1
6299,kepotong,1
6300,sehinggaa,1
6301,tsbut,1
6302,dipakaiisy,1
6303,penerimaan,1
6304,dlstlah,1
6305,colorfull,1
6306,ekonimis,1
6307,buki,1
6308,zebrahampir,1
6309,sissy,1
6310,rembesan,1
6311,bublewrapnya,1
6312,minyaknya,1
6313,isolasinya,1
6314,sihhcuma,1
6315,84,1
6316,lompat,1
6317,konten,1
6318,materi,1
6319,twk,1
6320,fotokopian,1
6321,cliff,1
6322,lembukunya,1
6323,cdnya,1
6324,diplastikin,1
6325,diselipin,1
6326,dibukunya,1
6327,dipebaki,1
6328,yah^-^,1
6329,timernya,1
6330,rusaknya,1
6331,_,1
6332,karatan,1
6333,perawatannya,1
6334,(negative,1
6335,"respon),",1
6336,invalid,1
6337,intern,1
6338,"menyala,maaf",1
6339,metong,1
6340,pancinya,1
6341,bergeser2,1
6342,wok,1
6343,wokny,1
6344,bergeser,1
6345,serasa,1
6346,tggl,1
6347,menimbulkan,1
6348,bercak,1
6349,"cantik,,,tpi",1
6350,"tajem,,kupas",1
6351,katunsy,1
6352,2minta,1
6353,abueh,1
6354,kasihnya,1
6355,seampuh,1
6356,panci,1
6357,kepotek,1
6358,bocorr,1
6359,"0,3",1
6360,"1,2",1
6361,cacatt,1
6362,teflonnya,1
6363,sesuaitapi,1
6364,ditutup,1
6365,tipisketerangan,1
6366,dikrim,1
6367,kompornya,1
6368,"las,",1
6369,"kacau,",1
6370,doll,1
6371,goyah,1
6372,di rumah ,1
6373,bermasalahnya,1
6374,sononya,1
6375,goresannya,1
6376,bergores,1
6377,sponnya,1
6378,tadiinya,1
6379,berfungsisetelah,1
6380,ic,1
6381,matijadi,1
6382,buangtolong,1
6383,cek/tes,1
6384,dulu?????sangat,1
6385,sisi2,1
6386,hmmmm,1
6387,doyong,1
6388,kekokohan,1
6389,ini�,1
6390,"pisau,",1
6391,"picture,",1
6392,"ulasanya,barusan",1
6393,"knife,",1
6394,murahkalau,1
6395,"bener,saya",1
6396,"buck-i,",1
6397,buck,1
6398,"jamnya,",1
6399,harusny,1
6400,dijelasin,1
6401,idupin,1
6402,nasinya,1
6403,"ribet,ternyata",1
6404,"salah,saya",1
6405,"kedip2,",1
6406,kedip2,1
6407,"remang-remang,",1
6408,jemur,1
6409,soket,1
6410,redmi,1
6411,"3s,",1
6412,bersuara,1
6413,"wifi,",1
6414,saklar,1
6415,dihidupin,1
6416,30kerjaan,1
6417,bersih2,1
6418,100an,1
6419,"worth,",1
6420,selaras,1
6421,deflect,1
6422,"17,",1
6423,lampuyg,1
6424,3yg,1
6425,matipadahal,1
6426,siangkecewa,1
6427,setengahnya,1
6428,klamaan,1
6429,ojek,1
6430,"smpe,",1
6431,tiki,1
6432,???????,1
6433,tidakk,1
6434,"ekspedisinya,",1
6435,"diunboxing,",1
6436,bublewarp,1
6437,"balik,",1
6438,(smart,1
6439,breaker)transaksi,1
6440,"diselesaikan,",1
6441,ngedrop,1
6442,"1x,",1
6443,penghisapnya,1
6444,berganti,1
6445,dimatikan,1
6446,mengeklik,1
6447,dpi,1
6448,software,1
6449,menyakitkan,1
6450,10an,1
6451,'bubble,1
6452,wrap',1
6453,(+,1
6454,"10000),",1
6455,"(instant),",1
6456,tibanya,1
6457,16an,1
6458,"sudut,",1
6459,gabus,1
6460,berasumsi,1
6461,videokan,1
6462,"cd,",1
6463,cd-nya,1
6464,didalem,1
6465,"kanvas,",1
6466,"kancingnya,",1
6467,konsisten,1
6468,36stelah,1
6469,komplaintapi,1
6470,peyok,1
6471,tembak,1
6472,kuncian,1
6473,000,1
6474,kopernya,1
6475,lecet-lecet,1
6476,dimana-mana,1
6477,kancingnya,1
6478,fittingnya,1
6479,terbukanegative,1
6480,"buruk,,",1
6481,disetel,1
6482,"kecil,,",1
6483,gesper,1
6484,"bermotif,",1
6485,"malas,",1
6486,dibeberapa,1
6487,ungkitan,1
6488,terangkat,1
6489,"swallow,",1
6490,"tanya,",1
6491,6xl,1
6492,peluru,1
6493,knuckles,1
6494,polanya,1
6495,pcs),1
6496,"sebaliknya,",1
6497,(4pcs),1
6498,price!!!,1
6499,:((,1
6500,ogah2an,1
6501,tidak????,1
6502,"jahitan,",1
6503,estimasikan,1
6504,"nya,awal",1
6505,"nya,setelah",1
6506,"nya,coba",1
6507,ingikan,1
6508,"kosong,pembeli",1
6509,lainpengiriman,1
6510,33,1
6511,36,1
6512,aga',1
6513,crem,1
6514,abu2x,1
6515,sampaicuma,1
6516,syseharus,1
6517,(1)41,1
6518,(3),1
6519,(1),1
6520,(2),1
6521,(3)jdi,1
6522,nyaseharusny,1
6523,dlulain,1
6524,ganklo,1
6525,bagushanya,1
6526,"38,",1
6527,dikittlama,1
6528,nihorderan,1
6529,"lecet,,,pas",1
6530,telunjuk,1
6531,tusuk,1
6532,kuning-kuning,1
6533,kecewalah,1
6534,"pokonya,",1
6535,bagusin,1
6536,lubamg,1
6537,"sejajar,",1
6538,dikancing,1
6539,tinggiyg,1
6540,pendek/biasa,1
6541,"gorengan,",1
6542,"hidden,",1
6543,toska,1
6544,clipnya,1
6545,"diple,",1
6546,cantelannya,1
6547,"expetasi,",1
6548,"tanktop,",1
6549,difoto:(,1
6550,baguskurang,1
6551,sihsaya,1
6552,yasudah,1
6553,bgtdantidakmenyerapkeringat,1
6554,kcing,1
6555,"karung,",1
6556,kainya,1
6557,"bnget,",1
6558,luntur????,1
6559,"gambar,mengecewakan",1
6560,"baik-baik,",1
6561,"cantik,",1
6562,e-commerce,1
6563,excited,1
6564,"dalemnya,",1
6565,gerigi,1
6566,mochi,1
6567,"sayang,",1
6568,permak,1
6569,tas??,1
6570,"puas,warna",1
6571,oklah,1
6572,"cepat,cm",1
6573,"hitam,next",1
6574,dichek,1
6575,"kak,ckp",1
6576,tajam2,1
6577,runcing,1
6578,benangnya,1
6579,terurai,1
6580,bermerek,1
6581,embos,1
6582,neci,1
6583,"lipat,",1
6584,jumbonya,1
6585,",katanya",1
6586,jumbo(,1
6587,xxl),1
6588,obras,1
6589,"photo,",1
6590,"keringat,",1
6591,"dipakainya,",1
6592,"gerah,",1
6593,tipisnyesel,1
6594,3harusnya,1
6595,hahahamaaf,1
6596,yacuma,1
6597,"digambar,",1
6598,ternyt,1
6599,dipajang,1
6600,gmbar,1
6601,menyesaalllll,1
6602,imbangin,1
6603,kejujuran,1
6604,berkahsalam,1
6605,pantatnya,1
6606,sizenya,1
6607,heedewhh,1
6608,colokannya,1
6609,dilubang,1
6610,berfungsu,1
6611,klop,1
6612,mouth,1
6613,longar,1
6614,confirm,1
6615,standbook,1
6616,beretika,1
6617,"motongnya,",1
6618,pket,1
6619,ininya,1
6620,kotol2,1
6621,memuaskankardus,1
6622,pecahsecara,1
6623,pngrimn,1
6624,cepatproduknyq,1
6625,kapasnya,1
6626,bocorklihatn,1
6627,nerwang,1
6628,kpasnya,1
6629,kapasnyapnts,1
6630,yahhkemasn,1
6631,bolong�biasanya,1
6632,ametmaaf,1
6633,doang????????,1
6634,berbulu,1
6635,kelipet2,1
6636,"mengkerut,",1
6637,mengkerut,1
6638,sadd,1
6639,ulasanhasil,1
6640,mehongbuang,1
6641,duit??,1
6642,"manapun,",1
6643,"proper,",1
6644,tumpah2,1
6645,paraaaah,1
6646,dksih,1
6647,buruan,1
6648,lunch,1
6649,"sangat,",1
6650,bagnya,1
6651,"pengantaran,",1
6652,"ehh,,",1
6653,"lactamil,,",1
6654,royal,1
6655,swimmng,1
6656,pool,1
6657,oyen,1
6658,posting,1
6659,telititolong,1
6660,salahpesan,1
6661,"berbeda,",1
6662,melilit,1
6663,dilurusin,1
6664,diputer-puter,1
6665,sobekbahanya,1
6666,pediasure,1
6667,chekout,1
6668,tulisanny,1
6669,koinnya,1
6670,kalbe,1
6671,banner,1
6672,bicaranya,1
6673,berhenti,1
6674,pampers,1
6675,danpampersnya,1
6676,"barang,warna",1
6677,1152,1
6678,diaktifkan,1
6679,samedaynya,1
6680,"infokan,",1
6681,"banget,buat",1
6682,"peot,",1
6683,rencananya,1
6684,"biru,males",1
6685,ongkirterpaksa,1
6686,ada'y,1
6687,ucapannya,1
6688,menceritakan,1
6689,apapaun,1
6690,ditepati,1
6691,jelekmalu,1
6692,orgmana,1
6693,sirclo,1
6694,semuapayah,1
6695,"digulung,",1
6696,dilipat,1
6697,"berpungsi,motor",1
6698,dikendalikan,1
6699,kalibrasi,1
6700,bahas,1
6701,inggris,1
6702,"mandarin,",1
6703,s21,1
6704,"ultra,",1
6705,gimbalnya,1
6706,kelap-kelip,1
6707,"kosong,barang",1
6708,saset,1
6709,beraktakan,1
6710,"ringkih,",1
6711,kembung,1
6712,heat,1
6713,wedingan,1
6714,tok,1
6715,mutunya,1
6716,"ya,agak",1
6717,"orange,",1
6718,menuntut,1
6719,"kentara,",1
6720,prod,1
6721,"dilipat,tdk",1
6722,fotojadinya,1
6723,permananen,1
6724,berkurang,1
6725,sabliziernya,1
6726,unstableized,1
6727,amancuma,1
6728,ai,1
6729,diiklannkan,1
6730,peka,1
6731,copartble,1
6732,"native,",1
6733,deskripsi),1
6734,windshield,1
6735,arrival,1
6736,(di,1
6737,"oren),",1
6738,asumsi,1
6739,(sprti,1
6740,katalog),1
6741,referensi,1
6742,realnya,1
6743,bayangan,1
6744,tnyata,1
6745,(photo,1
6746,attached),1
6747,mungkin ,1
6748,lighting/white,1
6749,balancenya,1
6750,netral,1
6751,"selanjutnya,",1
6752,point:,1
6753,"kiri,",1
6754,norma,1
6755,cepattp,1
6756,dikirimmacro,1
6757,lensnya,1
6758,adasaya,1
6759,fish,1
6760,wide,1
6761,angle,1
6762,maumohon,1
6763,dikirimagak,1
6764,lensanya,1
6765,ditengahnya,1
6766,gompal,1
6767,dtrima,1
6768,"barusan,",1
6769,goresan2,1
6770,tertara,1
6771,(_,1
6772,_),1
6773,sudahlh,1
6774,"mirrorless,",1
6775,dipetiksa,1
6776,sbelumkirim,1
6777,marah,1
6778,gorillanya,1
6779,handpone,1
6780,gorilla,1
6781,menjadikan,1
6782,nge-grip,1
6783,new,1
6784,fujifilm,1
6785,x-t3,1
6786,"kakinya,",1
6787,"kunci,yg",1
6788,"terkunci,",1
6789,angkat,1
6790,quick,1
6791,mekanisme,1
6792,berakibat,1
6793,keterlambatan,1
6794,diameter,1
6795,"keliru,",1
6796,pasangkan,1
6797,lenshood,1
6798,lenscap,1
6799,phantom,1
6800,meredam,1
6801,"berdiri,apalagi",1
6802,"jatuh,tidak",1
6803,mengecewakanblm,1
6804,joinnya,1
6805,doffnya,1
6806,bocel�,1
6807,semuatanpa,1
6808,"semua,ga",1
6809,melamin,1
6810,berkilau,1
6811,"paket,",1
6812,aneka,1
6813,"warna,ternyata",1
6814,cutetapi,1
6815,sayangnyaada,1
6816,blendernya,1
6817,"spongenya,",1
6818,"wrna,",1
6819,pencil,1
6820,matic,1
6821,kirang,1
6822,"alis,",1
6823,shade,1
6824,"kuku,",1
6825,eyesedo,1
6826,kurangnya,1
6827,"lagi,jd",1
6828,menopang,1
6829,laptopini,1
6830,kuatnya,1
6831,gaisss,1
6832,susul,1
6833,"dateng,",1
6834,menengahi,1
6835,situasi,1
6836,terasal,1
6837,didaur,1
6838,menggiling,1
6839,kata-kata,1
6840,"teman-teman,",1
6841,"korup,ga",1
6842,isinyanot,1
6843,link,1
6844,"gagal,via",1
6845,"ovo,mandiri",1
6846,gagalga,1
6847,system',1
6848,nope!,1
6849,rto,1
6850,"gajelas,",1
6851,"semestinya,",1
6852,deskripsi/sistem,1
6853,cellernya,1
6854,nungguinnnnpengiriman,1
6855,celler,1
6856,tinggla,1
6857,utara,1
6858,arekomen,1
6859,"lain,,dari",1
6860,emosi,1
6861,pelajaram,1
6862,"17900,",1
6863,standnya,1
6864,hari?,1
6865,memenuhi,1
6866,delay/proses,1
6867,dilempar2,1
6868,janjiin,1
6869,dipickup/antar,1
6870,akhir pekan,1
6871,sabtu&minggu,1
6872,"pengantarnya,",1
6873,go-send,1
6874,"menyenangkan,",1
6875,dbe,1
6876,"tipu,",1
6877,lulus,1
6878,gabs,1
6879,lamban),1
6880,respondnya,1
6881,kendalanya,1
6882,tittle,1
6883,merchant,1
6884,"dahulu,",1
6885,menghabiskan,1
6886,"tokpedia,",1
6887,berminggu,1
6888,verified,1
6889,"menjamin,",1
6890,mengulur2,1
6891,komplainan,1
6892,dihari,1
6893,berikutny,1
6894,"seharusny,",1
6895,gunany,1
6896,laptopnya,1
6897,diujungnya,1
6898,diarahkan,1
6899,pemusnahan,1
6900,ulasan2,1
6901,"terbaca,baru",1
6902,bisapenasran,1
6903,m30,1
6904,"bisa,pensran",1
6905,oppo,1
6906,a15,1
6907,jugamasih,1
6908,pensran,1
6909,disamsung,1
6910,bisaseumur,1
6911,"1,klaim",1
6912,jugakapok,1
6913,belnja,1
6914,apliksi,1
6915,"ini,masih",1
6916,enkn,1
6917,seblahkomplain,1
6918,"toped,komplain",1
6919,baiknuy,1
6920,penjualhadehpok,1
6921,mempercayakan,1
6922,selamatkan,1
6923,carefull,1
6924,healthy,1
6925,oglek2,1
6926,"berulah,",1
6927,"hang,",1
6928,frezee,1
6929,lifetime?,1
6930,ramnya,1
6931,kaulitas,1
6932,adaptornya,1
6933,adda,1
6934,"nya,,",1
6935,dikirimnyapun,1
6936,keretanya,1
6937,",keburu",1
6938,abangnya,1
6939,catridge,1
6940,truck,1
6941,pemadam,1
6942,mobilan,1
6943,"police,",1
6944,bahan2,1
6945,lubangnya,1
6946,lobangnya,1
6947,pe,1
6948,er,1
6949,ngerjainnya,1
6950,keiket,1
6951,thomas,1
6952,"set,",1
6953,thamos,1
6954,kretanya,1
6955,sebenrnya,1
6956,amanahannya,1
6957,dikirim(tidak,1
6958,lengkap),1
6959,berniat,1
6960,5pcs,1
6961,pekan,1
6962,"close,",1
6963,"rusa,",1
6964,"biru,,",1
6965,harusa,1
6966,cewek,1
6967,kempeess,1
6968,makannya,1
6969,dituliss,1
6970,bompel,1
6971,kebentur,1
6972,saran:,1
6973,finising,1
6974,pengelam,1
6975,fi,1
6976,beberan,1
6977,besarkan,1
6978,"palsu,",1
6979,malaysia,1
6980,"wheels,",1
6981,"lampu,",1
6982,"tombol,",1
6983,ces,1
6984,barangku,1
6985,hulk,1
6986,pecah/rusak,1
6987,brh,1
6988,kyaxnya,1
6989,papan,1
6990,"inch,",1
6991,"kenyataannya,",1
6992,(15,1
6993,inch),1
6994,ajajual,1
6995,"rugi,mlh",1
6996,ngrugiin,1
6997,customersuruh,1
6998,mauribet!!,1
6999,pelangg,1
7000,"gaes,",1
7001,150pcs),1
7002,pembelin,1
7003,secerah,1
7004,dikumpulkan,1
7005,playdogh,1
7006,stamp,1
7007,dikirimpadahal,1
7008,fullga,1
7009,cfm,1
7010,sekalisangat,1
7011,(maaf,1
7012,jual),1
7013,keterimajgn,1
7014,disiniorder,1
7015,sampai sampai,1
7016,"dikecewain,,,",1
7017,sangat-sangat,1
7018,(gosend),1
7019,melewati,1
7020,bentulnya,1
7021,meleleh,1
7022,dibekuin,1
7023,jamur,1
7024,dipermukaan,1
7025,ketumbarnya,1
7026,sapi,1
7027,campuran,1
7028,nyeesel,1
7029,mentah,1
7030,dimix,1
7031,hadeeehh,1
7032,pecah2,1
7033,kopong,1
7034,edit:,1
7035,weh,1
7036,micin,1
7037,"dikomplain,",1
7038,dihabiskan,1
7039,komplain?,1
7040,kritik,1
7041,manapun,1
7042,(ga,1
7043,padat),1
7044,koclak2,1
7045,"dimakan,",1
7046,"ulasan,",1
7047,kasihan ,1
7048,reputasi,1
7049,ikutan,1
7050,reputasinya,1
7051,"susunyabberjamur,",1
7052,aware,1
7053,disayang2,1
7054,"makannya,",1
7055,for your information,1
7056,mhl,1
7057,diongkir,1
7058,riil,1
7059,canister,1
7060,kecewah,1
7061,supermarket,1
7062,asemkue,1
7063,lamadi,1
7064,opportunity,1
7065,lost,1
7066,diabaikan,1
7067,wingsfood,1
7068,"sampe,halu",1
7069,penggantianga,1
7070,gulanya,1
7071,"teh,",1
7072,pengisi,1
7073,"remuk,",1
7074,buav*ta,1
7075,komposisi,1
7076,banjir,1
7077,dkit,1
7078,sendok,1
7079,"over,",1
7080,sedikit ,1
7081,sambelnya,1
7082,"seger,",1
7083,"bau,",1
